id,record_type,primary_name,alternative_names,medieval_names,modern_names,site_type,historical_category,title_or_designation,description,historical_significance,modern_location,latitude,longitude,coordinate_accuracy,modern_country,modern_region,crusader_state_or_polity,lordship_or_fief,accessibility,wikipedia_url,wikidata_id,primary_sources,secondary_sources,source_notes,uncertainty_notes,fortified_status,visible_remains,has_harbor,wikipedia_he_url,image_filename,crusaderatlas_url,landing_page_url
site/great-mosque-of-gaza-crusader-church,site,Great Mosque of Gaza (Crusader Church),,,,Church or religious site,Religious site,,"Originally a Byzantine church of St John converted to a mosque in early Islamic times and re-converted to a Crusader church in 1150 under the Templars. After Saladin's victory in 1187 the building reverted to a mosque — the Great Mosque of Gaza — but the Templars' Romanesque nave, pointed arches and handsome western portal remained intact and are still clearly visible today as an architectural palimpsest at the heart of the old city.",,Great Mosque of Gaza (Crusader Church),31.5042,34.46447,verified,Palestinian Territories,Gaza Strip,Kingdom of Jerusalem,County of Jaffa and Ascalon,,https://en.wikipedia.org/wiki/Great_Mosque_of_Gaza,Q739415,,,coordinate status: changed; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Coordinates were revised from the original gazetteer value. Modern sovereignty of the territory is contested.,definite,yes,,https://he.wikipedia.org/wiki/%D7%94%D7%9E%D7%A1%D7%92%D7%93_%D7%94%D7%92%D7%93%D7%95%D7%9C_%D7%91%D7%A2%D7%96%D7%94,Great_Mosque_of_Gaza.jpg,https://crusaderatlas.com/?site=great-mosque-of-gaza-crusader-church,https://crusaderatlas.com/sites/great-mosque-of-gaza-crusader-church/
site/battle-of-la-forbie-1244,site,Battle of La Forbie (1244),Harbiyya,,,Battle (open-field engagement),Military engagement,,"The forgotten catastrophe that sealed the fate of Crusader Palestine. By the 1240s the Crusader states had regained Jerusalem through diplomacy, but their position was fragile. In 1244 a horde of displaced Khwarezmian Turks — refugees from the Mongol conquests in Central Asia — swept through Syria and sacked Jerusalem, driving out its Christian inhabitants for the last time. The Crusaders allied with their former enemy, the Ayyubid rulers of Damascus and Homs, and together they marched to confront the Khwarezmians and their Egyptian allies near the village of La Forbie (Harbiyya), northeast of Gaza. On 17 October 1244 the allied army was annihilated: over five thousand Crusader troops were killed and eight hundred captured, while the Syrian contingent was routed. It was the worst Christian defeat in the Holy Land since Hattin, and the Crusader states never recovered their interior territories. Jerusalem would not return to Christian control for nearly seven hundred years.",,Near Gaza,31.605767,34.546358,verified,Palestinian Territories,Gaza Strip,Kingdom of Jerusalem,County of Jaffa and Ascalon,,https://en.wikipedia.org/wiki/Battle_of_Forbie,Q578201,,,coordinate status: verified; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Modern sovereignty of the territory is contested.,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%91_%D7%94%D7%99%D7%A8%D7%91%D7%99%D7%94,battle_Battle_of_La_Forbie_1244.jpg,https://crusaderatlas.com/?site=battle-of-la-forbie-1244,https://crusaderatlas.com/sites/battle-of-la-forbie-1244/
site/ajloun-castle,site,Ajloun Castle,Qal'at ar-Rabad | Ajlun Castle | Castle of 'Izz ad-Din Usama,,,Major castle / fortress,Fortification,,"Ajloun is the great Ayyubid castle, built specifically as the answer to the Crusader fortresses across the Jordan. Saladin's general 'Izz ad-Din Usama, governor of the Ajloun region, began the work in 1184 to control the iron mines of the surrounding hills, to dominate the northern caravan road from Damascus to Egypt, and — above all — to block the Frankish lords of Belvoir and Kawkab from raiding into the rich agricultural land of the Sawad. A square inner keep with four corner towers was expanded after Hattin into a much larger irregular fortress, the towers rebuilt with the prow-shaped bossed masonry characteristic of late Ayyubid work. Held by the Mamluks after Saladin's dynasty fell, the castle was wrecked by the Mongols in 1260 and then rebuilt yet again. Most of the Ayyubid and Mamluk fabric survives today as one of the best-preserved medieval fortresses in Jordan.",,"Ajloun, northern Jordan",32.325208,35.727281,verified,Jordan,,Kingdom of Jerusalem,Lordship of Oultrejordain,,https://en.wikipedia.org/wiki/Ajloun_Castle,Q1480575,,,coordinate source: wikipedia; coordinate status: changed; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Coordinates were revised from the original gazetteer value.,definite,yes,,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%A2%D7%92%27%D7%9C%D7%95%D7%9F,Ajloun_Castle.jpg,https://crusaderatlas.com/?site=ajloun-castle,https://crusaderatlas.com/sites/ajloun-castle/
site/kerak-castle,site,Kerak Castle,Al-Karak | Crac des Moabites | Karak,,,Major castle / fortress,Fortification,,"Perched dramatically on a long Jordanian plateau south of the Dead Sea, Kerak is one of the Levant's most formidable surviving medieval fortresses. Pagan the Butler began building it in the 1140s to anchor the Lordship of Oultrejordain and tax caravans on the King's Highway between Damascus and Egypt. The notorious Raynald of Châtillon made Kerak his base for raids on Muslim pilgrimage traffic, provoking Saladin's 1183 siege — interrupted, according to legend, only so that a noble wedding inside the fortress could finish. Kerak fell in 1188 after Hattin, but its glacis, vaulted halls, and concentric walls remain remarkably intact and form the core of the modern town's old quarter.",,"Al-Karak, Jordan",31.180556,35.701389,verified,Jordan,,Kingdom of Jerusalem,Lordship of Oultrejordain,,https://en.wikipedia.org/wiki/Kerak_Castle,Q844694,,,coordinate status: changed; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Coordinates were revised from the original gazetteer value.,definite,yes,,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%9B%D7%A8%D7%9B,Kerak Castle.JPG,https://crusaderatlas.com/?site=kerak-castle,https://crusaderatlas.com/sites/kerak-castle/
site/shobak-montreal,site,Shobak (Montreal),Krak de Montreal | Mons Regalis | Shawbak,,,Major castle / fortress,Fortification,,"Montreal — Mons Regalis, 'the royal mountain' — was founded by King Baldwin I in 1115 on an isolated conical hill in the southern Jordanian highlands. It served as the first seat of the Lordship of Oultrejordain before Kerak was built further north, and from here its lords taxed the caravan and pilgrimage traffic crossing between Syria, Egypt and the Hejaz. The castle withstood Saladin's armies from 1187 onward, finally surrendering in May 1189 after a nearly two-year blockade in which its garrison reportedly went blind from salt deprivation. Frankish walls, a chapel and cisterns survive, layered beneath Ayyubid and Mamluk rebuilding, among the ruins above modern Shobak.",,"Shobak, Jordan",30.5313,35.56,verified,Jordan,,Kingdom of Jerusalem,Lordship of Oultrejordain,,https://en.wikipedia.org/wiki/Montreal_(castle),Q1362749,,,coordinate status: changed; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Coordinates were revised from the original gazetteer value.,definite,yes,,https://he.wikipedia.org/wiki/%D7%9E%D7%95%D7%A0%D7%A8%D7%90%D7%9C,Montreal_Castle.jpg,https://crusaderatlas.com/?site=shobak-montreal,https://crusaderatlas.com/sites/shobak-montreal/
site/ahamant-amman-citadel,site,Ahamant (Amman Citadel),Ahemant | Hamant | Philadelphia,,,Walled town / citadel,Settlement,,"The ancient acropolis of Rabbath-Ammon — classical Philadelphia — briefly served in the twelfth century as the seat of the small lordship of Ahamant, a sub-fief of Oultrejordain. The Franks are documented as holding the site but apparently reused the Byzantine and Umayyad fortifications on the Citadel Hill rather than building anew; archaeologists have yet to isolate a clearly Crusader-period structure. Ahamant slipped back into Muslim control before Hattin, and the name survives only in the lordship lists of the Kingdom of Jerusalem. The hilltop today is an Ammanian archaeological park with Roman, Byzantine and Umayyad monuments.",,"Amman Citadel, Jordan",31.9547,35.9343,verified,Jordan,,Kingdom of Jerusalem,Lordship of Oultrejordain,,https://en.wikipedia.org/wiki/Amman_Citadel,Q3157009,,,coordinate status: verified; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,Fortified status not definitive (recorded as 'probable').,probable,partial,,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%A2%D7%9E%D7%90%D7%9F,Amman_Citadel_140.JPG,https://crusaderatlas.com/?site=ahamant-amman-citadel,https://crusaderatlas.com/sites/ahamant-amman-citadel/
site/wuayra-castle,site,Wu'ayra Castle,al-Wu'aira | al-Wu'ayra | Castellum Vallis Moysis | li Vaux Moysi (Valley of Moses),,,Tower or smaller fortified site,Fortification,,"A small spur castle sitting on a narrow ridge about a kilometre north of the entrance to Petra, Wu'ayra — Latin *Castellum Vallis Moysis*, 'Castle of the Valley of Moses' — was founded by Baldwin I as a forward outpost of Montreal, thirty-four kilometres to the north. From its 1,050-metre perch it watched the approaches to Wadi Musa and the trade and pilgrimage roads that skirted the Sharah plateau. More dependent on sheer cliffs than on heavy masonry, its most striking survival is a gatehouse hewn directly into the living rock. Wu'ayra fell to Saladin's forces in 1188, shortly after Kerak, and was thereafter abandoned; a rectangular enclosure, corner towers and a small single-hall church still stand.",,"Wadi Musa, 1 km north of Petra entrance, Jordan",30.333056,35.465833,verified,Jordan,,Kingdom of Jerusalem,Lordship of Oultrejordain,,https://en.wikipedia.org/wiki/Wu%27ayra_Castle,Q30314813,,,coordinate status: verified; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,,definite,partial,,,Wu’era_Castle.jpg,https://crusaderatlas.com/?site=wuayra-castle,https://crusaderatlas.com/sites/wuayra-castle/
site/church-of-st-mary-kerak-castle,site,Church of St. Mary (Kerak Castle),,,,Church or religious site,Religious site,,"Consecrated in 1118 inside the courts of Kerak Castle, this is the largest surviving Crusader church in modern Jordan. Its architecture shows a striking collaboration between Latin architects and local Arab builders: Frankish ribbed vaults and pointed arches sit over locally-dressed ashlar walls, producing a distinctive hybrid of Occitan and Moabite masonry.",,Church of St. Mary (Kerak Castle),31.180556,35.701389,verified,Jordan,,Kingdom of Jerusalem,Lordship of Oultrejordain,,https://en.wikipedia.org/wiki/Kerak_Castle,Q844694,,,coordinate status: verified; lordship_or_fief / crusader_state_or_polity derived by point-in-polygon against approximate lordship boundaries; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,,definite,yes,,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%9B%D7%A8%D7%9B,Jordan_Kerak_Castle_crusader_church_2491.jpg,https://crusaderatlas.com/?site=church-of-st-mary-kerak-castle,https://crusaderatlas.com/sites/church-of-st-mary-kerak-castle/
site/castle-of-pharaohs-island,site,Castle of Pharaoh's Island,Île de Graye | Ile de Graye | Jazirat Fara'un | Gezirat Faraun | Coral Island | Salah El-Din Castle | Saladin's Castle | Pharaoh's Island,,,Major castle / fortress,Fortification,,"A small granite island at the northern head of the Gulf of Aqaba carries the southernmost outwork associated with the Kingdom of Jerusalem. Tradition — preserved by William of Tyre — credits King Baldwin I with building a fortress here around 1116 to tax and threaten the Red Sea pilgrim traffic; modern scholarship is cautious, since documented Frankish garrison records are thin. In 1170 Saladin's engineers seized the island and dramatically enlarged the defences, giving the castle its modern Arabic name 'Qal'at Salah al-Din'. Raynald of Châtillon used the anchorage in 1182–83 to launch his infamous Red Sea raid, having dismantled prefabricated galleys at Kerak and hauled them across Oultrejordain on camel-back. Today the islet — Jazirat Fara'un — is an Egyptian antiquities park with a curtain wall, archer towers, bath, kitchens and dovecotes surviving above the coral-fringed shore.",,"Pharaoh's Island (Jazirat Fara'un), Gulf of Aqaba, Egypt",29.463142,34.860092,verified,Egypt,,,,,"https://en.wikipedia.org/wiki/Castle_of_Saladin,_Pharaoh%27s_Island",Q4025931,,,coordinate status: verified; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,,definite,yes,,,Salah_El-Din_castle.jpg,https://crusaderatlas.com/?site=castle-of-pharaohs-island,https://crusaderatlas.com/sites/castle-of-pharaohs-island/
site/cairo-citadel,site,Cairo Citadel,Citadel of Saladin | Qal'at al-Jabal | Salah ad-Din Citadel,,,Walled town / citadel,Settlement,,"Saladin began the Cairo Citadel in 1176 on a spur of the Mokattam hills overlooking the city. It was a deliberate strategic move: a single fortified enclosure unifying the Fatimid palace city of al-Qahira with the older settlement of al-Fustat, and giving the new Ayyubid sultanate a defensible command centre from which to co-ordinate the wars against the Crusader states. From this citadel Saladin and his heirs directed the campaigns that broke the Kingdom of Jerusalem at Hattin in 1187 and the dynasties that followed — Ayyubid, Mamluk, Ottoman, and Muhammad 'Ali's nineteenth-century modernisers — all expanded it. The medieval walls, the round towers, and the great open cisterns of Saladin's original work still survive alongside the later Ottoman-era Mosque of Muhammad 'Ali, and the complex remains the dominant skyline feature of historic Cairo.",,"Mokattam Hills, Old Cairo, Egypt",30.02944,31.26139,verified,Egypt,,,,,https://en.wikipedia.org/wiki/Citadel_of_Cairo,Q1988240,,,coordinate source: wikipedia; coordinate status: verified; Evidence summary curated by the Crusader Atlas project from cited scholarship (primarily D. Pringle) and Wikipedia.,,definite,yes,,https://he.wikipedia.org/wiki/%D7%9E%D7%A6%D7%95%D7%93%D7%AA_%D7%A7%D7%94%D7%99%D7%A8,Flickr_-_HuTect_ShOts_-_Citadel_of_Salah_El.Din_and_Masjid_Muhammad_Ali_قلعة_صلاح_الدين_الأيوبي_ومسجد_محمد_علي_-_Cairo_-_Egypt_-_17_04_2010_(4).jpg,https://crusaderatlas.com/?site=cairo-citadel,https://crusaderatlas.com/sites/cairo-citadel/
